Reference,NumberOfShipsInvolved,ShipsInvolved,SOLASStatus,FlagStates,IncidentDateTime,TypeOfCasualty,Coordinates,Location,NumberOfInvestigationReports,NumberOfAnalyses,InitialEvent,SummaryOfEvents,ShipType1,Consequences1,GrossTonnage1,ClassificationSociety1,Deadweight1,Cargo1,CrewOnboard1,PassengersOnboard1,OthersOnboard1,DeadMissingCrew2,DeadMissingPassengers2,DeadMissingOthers3,SeriouslyInjuredCrew2,SeriouslyInjuredPassengers2,SeriouslyInjuredOthers2,InvestationReportDate,AnalysisDate
"C0013142","1","ARVIN (IMO 8874316)","ARVIN: SOLAS","PLW","2021-01-17 12:30","Very serious"," ","Bartin Road - Anchorage","1","0","Capsizing / listing","While en route from Poti Port/Georgia to Burgas, Bulgaria, the vessel was in anchor in Bartin anchorage due to bad weather. The vessel broke into two and sank completely. Liferafts were used for the crew to abandon the vessel.

Turkish Coast Guard boat carried SAR operation and rescue three crew at first.    After several attempts of SAR including the Turkish Coast Guard helicopter and diving team and the Turkish Navy frigate six of the crew members were rescued safely, unfortunately, the crew members were found dead and another five are missing.","General Cargo Ship","Loss of life,Total loss of the ship","2516","Shipping Register of Ukraine (SRU)","3509","","9","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-03-23",""
"C0013783","1","NAVIOS SOL (IMO 9545170)","NAVIOS SOL: SOLAS","PAN","2021-01-16 10:48","Serious","362800N 0224040E","AT SEA / MEDITERRANNEAN SEA","1","0","Occupational accident","The NAVIOS SOL with IMO no. 9545170 was engaged on a voyage from Saldanha Bay, South Africa to Eregli, Turkey, covering a total of approximately 7,140 nautical miles.
The vessel originally sailed from the Port Saldanha Bay, South Africa on the 24th December 2020 with instructions to proceed to the Port of Eregli, Turkey.

	On the morning of 16th January 2021 the fitter was scheduled to carry out a job on a hose drain located in the deck head of the engine workshop.

	The Fitter and the 3rd Engineer commenced all preparations for the job which included fitting and climbing a vertical ladder to work aloft approximately five (5) to six (6) meters above the workshop floor. 

	While the 3rd Engineer was preparing some tools away from the ladder, a large slam noise was heard and fitter laid unconscious and bleeding from his head.

        At that time the vessel was in position 36º 028 N – 022º 44.4 E 

        Several attempts were immediately made to apply first aid and cardiopulmonary resuscitation.

	The vessel diverted to Vatika Bay in the South of Greece for immediate evacuation by helicopter. 

	The fitter was declared dead on arrival to hospital.  

	This report will try to analyse the different contributing factors leading to this fatality as well as listing possible remedial actions to prevent similar accidents.

	All times given in this report are ship´s times UTC.

","Bulk Carrier","Loss of life","90399","Bureau Veritas (BV)","180274","","19","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-03-23",""
"C0013482","1","MAERSK ESSEN (IMO 9456783)","MAERSK ESSEN: Unknown/unspecified","DNK","2021-01-16 00:00","Serious","282010N 1540000W","Open sea","2","0","Machinery damage","The ship was exposed to sudden and short-termed violent rolling. During the heavy rolling, 689 containers were lost over board and 258 were damaged.","Container Ship","Pollution,Ship rendered unfit to proceed","141716","Lloyd's Register (LR)","148723","","25","0","","0","0","0","0","0","0","2022-02-24",""
"C0013517","1","OCEAN GOLD (IMO 9336751)","OCEAN GOLD: SOLAS","HKG","2021-01-15 15:15","Very serious"," ","Kwangyang, South Korea","1","0","Work at height","On 10 January 2021, the Hong Kong registered general cargo ship “Ocean Gold” (the vessel) berthed at Kwangyang, South Korea to discharge coal cargo.
At about 1510 hours on 15 January 2021, the Ordinary Seaman (the OS) reported to the Second Officer (the 2/O) that the cargo of the No.1 cargo hold (the hold) was completely discharged.  The 2/O instructed the duty Able Bodied Seaman (the AB) with the OS to close the hold’s hatch cover.     At about 1515 hours, the AB found the OS lying on the bottom of the hold and realized that the OS could have fallen onto the bottom of the hold from the hatch coaming at a height of 13.28 metres.  He reported the incident to the 2/O via portable radio for help.  A shipboard rescue team was immediately organised when the Chief Officer (the C/O) received the report.  The OS was transferred to shore by the ship crane with a stretcher. He was then conveyed to a local hospital for first-aid treatment. Unfortunately, the OS was later declared dead on the same day.
","Open Hatch Cargo Ship","Loss of life","20211","","32317","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-04-26",""
"C0013140","1","KAREDIG (-)","KAREDIG: Non-SOLAS","FRA","2021-01-15 07:02","Less serious","213599N 0370635E","port sudan  north coust","0","0","Stranding / grounding","On Friday 15 January 2021, at  0702 Sudanese Local Time we got message from ِFrance Attache said that ERCC Center Receive distress message before three Hours 0402  Sudanese Local time. deliver  that France sailing boat had got crash with Sudanese coral reefs at Location (lat  21 35.99 N _ Long 037  06.35 E), which resulting damage and a grounding in the Sudanese coral reefs. 
 
 Boat name          :  KAREDIG
 Record, number   : LO 689759C
 

The Sudanese Coastal station had been informed at 0702 Sudanese local time, and then the Sudanese navy had been informed , the navy boat start moving toward the location, the boat was found with two crew on board (man& woman)on the life raft. At 1100 the crew were evacuated, the agent of the boat was informed and the necessary procedure was done     
","","Ship rendered unfit to proceed","","[No class]","","","2","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013487","1","BREIZ (-)","BREIZ: Unknown/unspecified","FRA","2021-01-14 00:00","Very serious","492132N 0001851W","Coastal waters (within 12 miles)","2","0","Capsizing / listing","On January 14, 2021, at the end of the afternoon, fishing finishing, the Captain of the trawler BREIZ informed MRCC Jobourg that vessel has a steering gear breakdown in front of Port-en-Bessin Harbour. With a strong wind pushing her towards the coast, the vessel anchored on one of its dredges waiting for assistance. Due to the weather conditions, which made access to Port-en-Bessin difficult, the Ouistreham rescueboat, SNS 091 SAINTE ANNE DES FLOTS, was engaged for a towing operation. The SNS 091 SAINTE ANNE DES FLOTS joined the BREIZ in the evening. By night, during the towing operation, the BREIZ capsized and sank suddenly.","Fish Catching Vessel","Loss of life","","","","","3","0","","3","0","0","0","0","0","2022-03-15",""
"C0013175","1","CHIPOL TAIAN (IMO 9509621)","CHIPOL TAIAN: SOLAS","LBR","2021-01-12 08:50","Very serious","081600N 1085300E","At Sea","1","0","Hit by Wave at Forecastle deck during heavy weather","On January 12, 2021 at about 0850 LT, while en route from Krishnapatnam, India to Xia Men, China to discharge granite, vessel at South China Sea position Lat 08-16 N Long 108-53 E, the Chief Officer (C/O) who went to Forecastle to check the condition of mooring rope, anchor and windless due to adverse weather, with Bosun and Able Seafarer (AB) were hit by the wave. The C/O had injured very seriously. The vessel diverted to Vung Tau, Vietnam for medical assistance as per company instruction. On January 13, 2021 at 0830 vessel arrived Vung Tau anchorage, unfortunately the doctor confirmed that C/O deceased at 0930 LT.
During the incident gale force warning had been issued the weather was recorded as Wind=NEx8, Swell=NEx7, Visibility= good, and Temperature= 25℃.  
","General Cargo Ship","Loss of life","22863","DNV GL AS","33217","","1","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-06-12",""
"C0013361","1","FABIO DUO' (IMO 9627174)","FABIO DUO': Unknown/unspecified","MLT","2021-01-11 00:00","Serious","441983N 0091314E","Port","2","0","","Fabio Duo was engaged in the strengthening and lengthening of the outer breakwater of Santa Margherita Ligure Harbour. The vessels crane was being used to transfer boulders from the cargo hold and place them in position at the breakwater. The master, who was on duty at the time, walked forward to check on some maintenance, which the crew had carried out earlier. On his way back to the accommodation, he decided to check on the status of the cargo hold. While checking on the cargo, the crane turned towards the breakwater and trapped the master in between the body of the crane and the hatch coaming. Consequently, the master sustained serious injuries to his torso.","Other Activities Ships","Serious injuries","2080","RINA Services S.p.A (RINA)","2957","General cargo","5","0","1","0","0","0","1","0","0","2022-01-21",""
"C0013413","1","OHIO (-)","OHIO: Unknown/unspecified","MLT","2021-01-09 00:00","Serious","360013N 0142617E","Coastal waters (within 12 miles)","2","0","Contact","Ohio was underway to a bunkering area, transporting a surveyor to a vessel anchored in that area. On noticing lights of a fish farm flashing on Ohios port bow, the lookout advised the coxswain to alter the boats course to port to avoid the fish farm. Reportedly, the coxswain experienced difficulty in looking through the boats windscreen, due to salt hindering his visibility. Sometime after the alteration of course to port was executed, Ohio allided with and entered one of the fish cages of the fish farm. The boat was subsequently pulled out of the fish cage, some hours later, and towed towards Valletta. Neither did any injuries nor pollution result from this accident, however, the pilot boat sustained damages to both her rudders and propellers, rendering her unable to maneuver, along with minor damages to her keel. The fish cage, which was empty at the time of the accident, sustained material damages.","Other Activities Ships","Ship rendered unfit to proceed","8.1","","","","2","1","1","0","0","0","0","0","0","2022-01-27",""
"C0013885","1","BENTAGO EXPRESS (IMO 9213337)","BENTAGO EXPRESS: Unknown/unspecified","ESP","2021-01-07 21:32","Serious","280587N 0154259W","Port","1","0","Stranding / grounding","On 7 January 2021 the ro-ro vessel BENTAGO EXPRESS had made the voyage between Santa Cruz de Tenerife and Agaete (Gran Canaria). During the manoeuvre to enter the port of Las Nieves in Agaete, with bad weather, the vessel was unable to give the mooring lines. A strong gust of wind blew the ship to port, driving her into the shallows of Marina Norte, where she ran aground. After several unsuccessful attempts to get out of the grounding by their own means, the crew notified the rescue services about the emergency. Due to the bad weather it was not possible to evacuate the passengers and crew until the following day. Six days later the vessel was pulled out from the rocks and moored at the Las Nieves dock A few days later she was transferred to a repair yard in Las Palmas de Gran Canaria.","Passenger / Ro-Ro Cargo Ship","Ship rendered unfit to proceed","6348","","787","","","0","","0","0","0","0","0","0","2023-09-20",""
