Reference,NumberOfShipsInvolved,ShipsInvolved,SOLASStatus,FlagStates,IncidentDateTime,TypeOfCasualty,Coordinates,Location,NumberOfInvestigationReports,NumberOfAnalyses,InitialEvent,SummaryOfEvents,ShipType1,Consequences1,GrossTonnage1,ClassificationSociety1,Deadweight1,Cargo1,CrewOnboard1,PassengersOnboard1,OthersOnboard1,DeadMissingCrew2,DeadMissingPassengers2,DeadMissingOthers3,SeriouslyInjuredCrew2,SeriouslyInjuredPassengers2,SeriouslyInjuredOthers2,InvestationReportDate,AnalysisDate
"C0013861","1","SOETKIN (IMO 9222065)","SOETKIN: Unknown/unspecified","BEL","2020-06-11 09:08","Less serious","454275N 0024992W","Coastal waters (within 12 miles)","1","0","","On 11 June 2020, a fisherman was wounded to his arm when he got trapped with his arm between the ship's side and the fishing gear. A call was made for Medevac at 0908. Helicopter arrived at the vessel around 1200 due to a breakdown.","Fish Catching Vessel","Serious injuries","386","","33.01","","","0","","0","0","0","1","0","0","2023-08-01",""
"C0013144","1","SFERA (IMO 9304576)","SFERA: SOLAS","MHL","2020-06-10 14:25","Very serious","114740N 1292290E","North Pacific Ocean","1","0","Fall from height","An ASD fell 3-3.5 m when climbing down a portable ladder while engaged in cargo hold cleaning. He died as a result of his injuries.","Bulk Carrier","Loss of life,Ship remains fit to proceed","40042","Nippon Kaiji Kyokai (NKK)","76801","","22","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-04-28",""
"C0013260","1","ALULA (IMO 9525883)","ALULA: Unknown/unspecified","MLT","2020-06-10 01:00","Serious","355100N 1205800E","Coastal waters (within 12 miles)","1","0","","After the lunch break, the fitter was assigned by the second engineer to repair an old shaft using the lathe machine. Considering the nature of task, no one was assigned to assist the fitter. Whilst working on another task, the second engineer visited the workshop and noticed that the lathe machine was in operation, with no one in attendance. Inquiring further, he noticed the fitter lying in the workshop, and bleeding from under his head. The safety investigation confirmed that the fitters clothes and gloves had been caught in the rotating chuck of the lathe machine.","Container Ship","Serious injuries","141077","Lloyd's Register (LR)","145528.2","","24","0","0","0","0","0","1","0","0","2021-06-28",""
"C0013166","1","WALTZ (IMO 9402665)","WALTZ: SOLAS","PAN","2020-06-07 13:40","Serious","220600N 0961700W","Golfo de México","2","0","Fire or explosion","The tanker ""WALTZ"", with 100.5 m. of lenght, beam of 18.00 m., draft of 9.50 m., and 4,445 GT., is a cargo tank with offshore navigation, owned by the company
""Waltz Marine S.A."", with IMO number 9402665, Panama flag, with port of registration in Panama, Panama.

This ship provides the services of fuel delivery operations to large vessels that supply VLSFO (Very Low Sulphur - Fuel Oil) and LSMGO (Low Sulphur Marine - Gas
Oil).

It was built at the Jiangmen Yinxing Shipyard in China and launched on March 13, 2008, approved by the American Bureau Of Shipping (ABS) classification
house.

The incident took place at 13: 40 hours on June 7th, 2020, while sailing from Galveston, Texas, USA, to the port of Willemstad, Curaçao, in the geographical
position latitude 22° 06'""N"" and longitude 096° 17'""W"", approximately 30 nautical miles East of the Port of Tampico, Tamaulipas, México; as a result of the incident
there was a fire that was controlled, from a possible leak of refrigerant gas R-404A from the refrigeration system that was inside the engine room, on the deck of the
same room, located below on the main deck, in front of the Control Room on starboard side, between 20-25 frames.

There was no marine pollution, injury or death of any person, only material damage.","Oil Tanker","Ship remains fit to proceed","4445","American Bureau of Shipping (ABS)","6876","Oil","19","0","0","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-02-24",""
"C0013004","1","G DONA I (IMO 8619285)","G DONA I: SOLAS","TGO","2020-06-06 10:45","Serious"," ","Togo","1","0","Fire or explosion","On 06th June 2020 around 10h45, while MT G. DONA 1 at anchorage Lomé roads
one crew member ( chief engineer )when conducting his routine watch on deck
heard a sudden explosion inside the cargo tank No 3 starboard followed by
fire .
On 06th June 2020 around 10h50 Togo Navy has been informed about the
accident. He instructed MV WHARF 1, STAR 3 and patrol boat in the vicinity to
give assistance to G. DONA 1.
On 06th June 2020 around 11h30 the fire has been controlled by G. DONA 1
crew members by using portative fire extinguishers .
On 06th June 2020 around 11h45 , MV WHARF 1 and STAR 3 were alongside
G.DONA 1 for assistance .
On 06th June 2020 around 12h00 Togo Navy authorities arrived on board
G.DONA 1 for investigations.
On 06th June 2020 around 13h35 the situation was under control by the crew and
any assistance was finished .
","Chemical Tanker","Ship rendered unfit to proceed","992","","1433","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2020-08-06",""
"C0012973","1","NODUS (IMO 9497464)","NODUS: SOLAS","LBR","2020-06-05 22:20","Very serious","375210N 0233040E","Piraeus, Greece","1","0","Shore Technician had Electric Shock while repairing Boiler onboard the vessel","On June 05, 2020 about 2220 LT, Position Lat 37-52.1 N Long 023-30.4 E, while the vessel anchored at Piraeus anchorage, Greece, the shore boiler repair company “ZOUTIS” was carried out boiler repair, the technician who was working inside boiler had electric shocked. The ship crews took out the injured person from the boiler, informed VTS, coast guard and given first aid. The injured shore technician was transferred to the local hospital and was declared dead.           ","General Cargo Ship","Loss of life","22064","Korean Register (KR)","33422","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-10-08",""
"C0013245","1","KARLSO (IMO 8705890)","KARLSO: Unknown/unspecified","SWE","2020-06-05 01:00","Serious","574171N 0113637E","Archipelagos","1","0","Stranding / grounding","The fishing vessel KARLS was on the night of 5 June 2020 on a transit voyage back to the homeport at Hn. During the current week, the two crewmembers had conducted night-time trawling in Skagerak and Kattegatt. One crewmember kept watch alone on the bridge, while the other was resting in his cabin below. When the vessel approached land, the crewmember on watch on the bridge dozed off. Shortly after 00.57 oclock, the vessel ran aground west of Hn about 35 meters from land. The fishing vessel was standing hard on the ground without the possibility to come afloat by use of its own power. The JRCC (Joint Rescue Co-Ordination Centre), Swedish Transport Agency and the Swedish Coastguard were informed almost six hours after the grounding had occurred, when the crew had started having problems draining the water that was leaking into the cargo hold. During the morning other fishing vessels and vessels from the Swedish Coastguard and Swedish Sea Rescue Society arrived at the site. KARLS was pulled afloat approximately eleven hours after the grounding by an assisting fishing vessel and could proceed under its own power to quay. The cause of the accident was deficiencies in the monitoring of the navigation induced by a built-up and critical sleep deficit for the crewman on watch. A contributing factor was that the work in itself and the limited crew complement resulted in the fact that the crewman on watch kept the watch alone during the night transit. Contributing to this was that a decision was taken to depart and transit to the home port after a long working day with limited possibilities to rest, instead of remaining in Skagen for a few hours to rest before the transit home. An underlying cause to the crewman on watch being alone during the night transit was that the crew complement onboard mainly had been organised according to the physical work regarding the fishing and not to the safety prerequisites for watchkeeping and rest. A deficiency at a systemic level is that the work and rest hours are unregulated for self-employed fishermen. The fishing industry's economic and competitive limitations do to a certain point counteract additions to the crew for this type of fishing operation.","Fish Catching Vessel","","182","","22.03","","","0","","0","0","0","0","0","0","2021-05-25",""
"C0013540","1","BEHBAHAN (IMO 7648966)","BEHBAHAN: Unknown/unspecified","IRN","2020-06-04 00:00","Very serious","294300N 0483700E","Khawr Abd Allah channel 13 miles SE of Ra's Al Bisha, Al-Faw","1","0","Foundering","Sank near buoy no. 5 off the Khawr Abd Allah channel 13 miles SE of Ra's Al Bisha, Al-Faw, Iraq. The ship had anchored off the dredged channel and was waiting for port entry at the time of the incident. Iranian and Iraqi authorities effected SAR operations. Iraqi authorities reported 5 crew rescued, 2 dead and 1 missing.","General Cargo Ship","Loss of life,Total loss of the ship","455","","650","","","","","3","","","","","","2022-11-13",""
"C0013143","1","RS200 SUSANNE N (-)","RS200 SUSANNE N: Unknown/unspecified","DNK","2020-06-03 01:00","Very serious","563121N 0075909E","Open sea","1","0","Fire or explosion","While hauling the fishing gear onboard the ship capsized and foundered. The crew save themselves in the liferaft and are getting resued by a rescue helicopter. The ship sinks and sits on the seaflor at a depth of approximately 20 meters of water.","Fish Catching Vessel","Ship rendered unfit to proceed,Total loss of the ship","48.4","","","","2","0","0","0","0","0","0","0","0","2021-01-22",""
"C0013116","1","Globetrotter (-)","Globetrotter: Non-SOLAS","GBR","2020-05-31 06:46","Very serious","535600N 0030400W","near Fleetwood, England ","1","0","Foundering","Foundering and subsequent loss of a leisure fishing vessel near Fleetwood, England. The occurrence resulted in one fatality.","Other Activities Ships","Loss of life,Total loss of the ship","","","","","3","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-09-14",""
"C0013164","1","CAPE KEYSTONE (IMO 9463334)","CAPE KEYSTONE: SOLAS","PAN","2020-05-30 03:40","Very serious","082780S 1155210E","LOMBOK STRAIT, INDONESIA","1","0","Missing: assumed lost","The Chief Officer on board M/V Cape Keystone (IMO 9463334) was found to be missed
in the Lombok Strait, Indonesia in the early morning of May 30th, 2020, when the ship was sailing
on the way from Port Hedland, Australia to Zhanjiang, China.
To perform an investigation of what may have caused the missing C/O officer, on June 10th,
2020, the Marine Affairs Investigation Department of Panama Maritime Authority appointed a
casualty investigator. The investigator attends on M/V Cape Keystone at the berth No.5 at Port of
Zhangjiagang, China, while the vessel was discharged iron ore cargo between June 16th to 18th,
2020. During the investigation, the attending investigator interviewed most of the crew, and also
talked and discussed with the Master of the ship, 3rd Officer and Chief Engineer privately. He
collected all useful materials that could be found on board the ship to complete the investigation.
Since there was no valuable evidence found on board or during interviews with the crew
members, the investigation was a difficult case. Many results in the report were made by the
method of logical reasoning. After many days studying, analysis and planning, this casualty
investigation report was completed.","Bulk Carrier","Loss of life","93227","Nippon Kaiji Kyokai (NKK)","179250","","23","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-02-24",""
