FeatureType,date,IMONum,deaths,missings,severeInjuries,description,latitude,longitude,subtype_field,subtype_value,gml_pos
FireAndExplosion,20221101,,0,0,2,A replenishment tanker experienced a laundry room fire due to an electrical fault on a tumble dryer,50.5733,-2.4349,fireAndExplosionType,fire,-2.4349 50.5733
OtherIncident,20220501,,0,0,1,A workboat crew member sprained their foot whilst boarding the vessel from a pontoon.,51.4954,0.0621,otherIncidentType,other incident,0.0621 51.4954
CollisionAndContact,20221001,,0,0,0,"See MAIB investigation report, when available",51.5109,0.5883,collisionAndContactType,collision,0.5883 51.5109
OtherIncident,20220701,,0,0,1,On board a cruise ship a passenger sustained a serious injury from tripping,39.4387,-0.314,otherIncidentType,other incident,-0.314 39.4387
CollisionAndContact,20221001,,0,0,0,Collision between tug and frigate whilst under tow,55.868217,-4.343167,collisionAndContactType,collision,-4.343167 55.868217
OtherIncident,20221101,,0,0,1,Cargo vessel cook fell from height whilst moving bulkheads resulting in compound fractures.,55.8692,-4.3518,otherIncidentType,other incident,-4.3518 55.8692
OtherIncident,20220801,,0,0,1,General cargo vessel crewmember injured their hands,61.2106,17.1645,otherIncidentType,safety hinderance and near misses,17.1645 61.2106
StrandingAndGrounding,20220901,,0,0,0,A sailing vessel ran aground at the entrance to a harbour.,57.7195,-3.2803,strandingAndGroundingType,grounding,-3.2803 57.7195
NavigationalIssues,20220301,,0,0,0,A sailing yacht experienced propulsion failure and grounded.,50.806167,-0.101167,navigationalIssuesType,sailing hinderance,-0.101167 50.806167
CollisionAndContact,20220501,,0,0,0,A ro-pax vessel made contact with a metal capped wooden pile fender,57.596667,-7.156667,collisionAndContactType,contact,-7.156667 57.596667
HullAndEngineAccessoryDamage,20220701,,0,0,0,RoRo passenger vessel suffered an accidental CO2 release in engine room,57.5964,-7.1572,hullAndEngineAccessoryDamageType,machineries and propulsion damage,-7.1572 57.5964
CollisionAndContact,20220801,,0,0,1,A rib and a jet ski collided resulting in a serious injury,50.8183,-0.137,collisionAndContactType,collision,-0.137 50.8183
OtherIncident,20220701,,0,0,1,Sailing yacht skipper suffered a head injury from being hit by the boom,50.81081,-0.100542,otherIncidentType,other incident,-0.100542 50.81081
OtherIncident,20220301,,0,0,0,A service vessel crew member fell overboard and recovered quickly,53.374,-2.991667,otherIncidentType,safety hinderance and near misses,-2.991667 53.374
HullAndEngineAccessoryDamage,20221001,,0,0,0,A general cargo vessel had a non-SOLAS compliant pilot ladder,53.4012,-3.0304,hullAndEngineAccessoryDamageType,outfit damage,-3.0304 53.4012
FireAndExplosion,20221001,,0,0,0,A tanker's port main engine cam box exploded during a refit,53.3855,-3.006333,fireAndExplosionType,explosion,-3.006333 53.3855
OtherIncident,20221101,,0,0,1,A ro-pax crew member sustained a serious injury,54.9867,-5.0383,otherIncidentType,safety hinderance and near misses,-5.0383 54.9867
HullAndEngineAccessoryDamage,20220201,,0,0,0,A Ro/Ro cargo vessel broke it's moorings during bad weather,53.665,-0.2348,hullAndEngineAccessoryDamageType,hull damage,-0.2348 53.665
StrandingAndGrounding,20230101,,0,0,0,"While a lifeboat was launching training, the propeller hit the rocks and got slightly damaged.",50.321667,-5.208333,strandingAndGroundingType,grounding,-5.208333 50.321667
FireAndExplosion,20230101,,0,0,0,Cruise ship had a small fire in a grill in the passenger buffet area.,12.1049,-68.9407,fireAndExplosionType,fire,-68.9407 12.1049
CollisionAndContact,20230401,,0,0,0,A passenger vessel struck a submerged object that resulted in dents to one of the two propellers.,55.9472,-4.9209,collisionAndContactType,collision,-4.9209 55.9472
HullAndEngineAccessoryDamage,20221201,,0,0,0,Container ship's stern lines parted while berthing.,51.4369,0.7409,hullAndEngineAccessoryDamageType,hull damage,0.7409 51.4369
CollisionAndContact,20230101,,0,0,0,Collision with tug and tow resulting in superficial damage.,55.1199,-1.4912,collisionAndContactType,contact,-1.4912 55.1199
OtherIncident,20230301,,0,0,1,"A cargo vessel crew member was unstrapping boards when they collapsed resulting in a major injury,",51.4415,0.7682,otherIncidentType,other incident,0.7682 51.4415
OtherIncident,20230601,,0,0,1,A general cargo ship crew member fell down stairs in the engine room.,51.4389,0.7426,otherIncidentType,other incident,0.7426 51.4389
OtherIncident,20230701,,0,0,1,A cruise ship passenger tripped and broke their arm.,32.7458,129.8676,otherIncidentType,safety hinderance and near misses,129.8676 32.7458
NavigationalIssues,20230601,,0,0,0,Cargo vessel's engine failed on attempt to leave port.,51.4413,0.7707,navigationalIssuesType,sailing hinderance,0.7707 51.4413
HullAndEngineAccessoryDamage,20230801,,0,0,0,Ro/Ro cargo vessel's pilot ladder not rigged per SOLAS regulations.,51.453,0.7426,hullAndEngineAccessoryDamageType,outfit damage,0.7426 51.453
NavigationalIssues,20230901,,0,0,0,Ro-Ro vessel suffered a propulsion failure resulting in no damages.,51.4407,0.7804,navigationalIssuesType,sailing hinderance,0.7804 51.4407
OtherIncident,20231001,,0,0,1,A charity tall ship volunteer fell from a hight and sustained a head injury.,55.125,-1.497,otherIncidentType,other incident,-1.497 55.125
CollisionAndContact,20231001,,0,0,0,An offshore support vessel contacted a jetty and then capsized a moored pleasure craft with thruster wash.,55.13575,-1.516467,collisionAndContactType,collision,-1.516467 55.13575
HullAndEngineAccessoryDamage,20231001,,0,0,0,Bulk carrier's pilot ladder did not conform to SOLAS regulations.,51.4408,0.7711,hullAndEngineAccessoryDamageType,outfit damage,0.7711 51.4408
CollisionAndContact,20231101,,0,0,0,Lifeboat contacted a submerged object resulting in a damaged skeg.,55.137667,-1.504333,collisionAndContactType,contact,-1.504333 55.137667
OtherIncident,20231201,,0,0,1,A tug crew member lost their balance and sprained their leg.,51.4449,0.7447,otherIncidentType,safety hinderance and near misses,0.7447 51.4449
NavigationalIssues,20231201,,0,0,0,A general cargo vessel had an oil pollution incident from suspected bulkhead leak.,53.3558,-2.9762,navigationalIssuesType,sailing hinderance,-2.9762 53.3558
OtherIncident,20231201,,0,0,1,A cruise ship passenger fell and sustained a fractured elbow.,-37.846667,144.93,otherIncidentType,safety hinderance and near misses,144.93 -37.846667
StrandingAndGrounding,20231201,,0,0,0,A general cargo vessel grounded whilst trying to leave it's berth,52.266167,-7.029167,strandingAndGroundingType,grounding,-7.029167 52.266167
OtherIncident,20230401,,0,0,1,Cruise ship passenger fell over backwards resulting in a fractured wrist.,-4.201667,152.168333,otherIncidentType,other incident,152.168333 -4.201667
StrandingAndGrounding,20230601,,0,0,0,A search and rescue vessel partially grounded whilst launching.,53.2623,-4.0901,strandingAndGroundingType,grounding,-4.0901 53.2623
OtherIncident,20230301,,0,0,1,A cruise ship passenger tripped when walking on a pontoon and fractured their forearm.,-20.216667,148.733333,otherIncidentType,other incident,148.733333 -20.216667
HullAndEngineAccessoryDamage,20230201,,0,0,0,Suction dredger's pilot ladder did not conform to SOLAS regulations,51.463333,-0.453333,hullAndEngineAccessoryDamageType,outfit damage,-0.453333 51.463333
OtherIncident,20231001,,0,0,1,Cruise ship's passenger tripped and ruptured a ligament.,-14.276667,-170.685,otherIncidentType,other incident,-184.961667
CollisionAndContact,20230201,,0,0,0,A cement carrier made contact with a quayside whilst maneuvering away from the berth,53.3393,-2.7501,collisionAndContactType,collision,-2.7501 53.3393
NavigationalIssues,20230401,,0,0,0,"See MAIB investigation report, when available",58.833,-2.9622,navigationalIssuesType,drifting,-2.9622 58.833
CollisionAndContact,20230401,,0,0,0,A ro-pax catamaran made contact with a fender that had a sharp edge causing penetrating damage to the vessel's hull.,53.318833,-4.619167,collisionAndContactType,contact,-4.619167 53.318833
OtherIncident,20230501,,0,0,1,A single handed sailing vessel crew member suffered a serious head injury during a race.,53.3136,-4.6215,otherIncidentType,other incident,-4.6215 53.3136
OtherIncident,20230901,,0,0,1,Ro-Ro passenger vessel's crew member sustained a hand injury while removing a rope from the warping drum.,56.471382,-5.705485,otherIncidentType,other incident,-5.705485 56.471382
HullAndEngineAccessoryDamage,20231001,,0,0,0,Cargo vessel was leaving berth when a moored vessel shifted and sustained minor damages.,54.098333,-6.26,hullAndEngineAccessoryDamageType,hull damage,-6.26 54.098333
OtherIncident,20230101,,1,0,0,"See MAIB investigation report, when available",53.551667,0.165,otherIncidentType,other incident,0.165 53.551667
CollisionAndContact,20230101,,0,0,0,A general cargo vessel made contact with a shore side crane during berthing operations.,53.74,-0.261,collisionAndContactType,contact,-0.261 53.74
OtherIncident,20230301,,1,0,0,Investigated by another state,53.744,-0.2946,otherIncidentType,other incident,-0.2946 53.744
HullAndEngineAccessoryDamage,20230301,,0,0,0,Cargo ship was departing the vessel astern when another floating establishment's stern line parted.,53.731,-0.362,hullAndEngineAccessoryDamageType,other facility damage,-0.362 53.731
NavigationalIssues,20230301,,0,0,0,Report of loss of containment.,53.7265,-0.2742,navigationalIssuesType,drifting,-0.2742 53.7265
NavigationalIssues,20230301,,0,0,0,General cargo contacted some of the timber fendering which resulted in minor damage.,53.729,-0.2762,navigationalIssuesType,sailing hinderance,-0.2762 53.729
NavigationalIssues,20230301,,0,0,0,"Chemical tanker had a near miss with 2 other cargo vessels, resulted in no damage.",53.742667,-0.2595,navigationalIssuesType,sailing hinderance,-0.2595 53.742667
CollisionAndContact,20230301,,0,0,0,A container vessel contacted the jetty resulting in damage to the starboard quarter of the vessel.,53.7438,-0.2693,collisionAndContactType,contact,-0.2693 53.7438
CollisionAndContact,20230501,,0,0,0,General cargo vessel made contact with a lock wall whilst manoeuvring.,53.7415,-0.2707,collisionAndContactType,contact,-0.2707 53.7415
NavigationalIssues,20230901,,0,0,0,General cargo's crew member lost steering but no damages were sustained.,53.738,-0.304,navigationalIssuesType,loss of direction,-0.304 53.738
HullAndEngineAccessoryDamage,20231001,,0,0,0,Chemical tanker used a weighted heaving line when entering the lock resulting in no significant damages.,53.7384,-0.3322,hullAndEngineAccessoryDamageType,other facility damage,-0.3322 53.7384
StrandingAndGrounding,20231001,,0,0,0,General cargo vessel grounded resulting in no damage.,53.7371,-0.3375,strandingAndGroundingType,grounding,-0.3375 53.7371
NavigationalIssues,20230701,,0,0,0,Sailing vessel fouled its prop and needed to be assisted to safety after being blown against rock wall.,55.9954,-3.409,navigationalIssuesType,sailing hinderance,-3.409 55.9954
HullAndEngineAccessoryDamage,20230901,,0,0,0,A heavy lift vessel had an inadequate pilot ladder arrangement.,54.9823,-1.5325,hullAndEngineAccessoryDamageType,outfit damage,-1.5325 54.9823
OtherIncident,20230101,,0,0,1,A ro-pax ferry crewmember sustained a foot injury whilst loading unaccompanied trailers.,50.811,-1.0954,otherIncidentType,safety hinderance and near misses,-1.0954 50.811
StrandingAndGrounding,20230101,,0,0,0,"Passenger ship made mud contact at a port however, no damage was reported.",50.79692,-1.1092,strandingAndGroundingType,grounding,-1.1092 50.79692
FireAndExplosion,20230101,,0,0,0,"A car loaded on a Ro-Ro Cargo ship caught fire however, no damage to the vessel was reported.",50.791667,-1.108333,fireAndExplosionType,fire,-1.108333 50.791667
CollisionAndContact,20230301,,0,0,0,2 Recreational craft's collided in a marina without any serious damages.,50.795,-1.1085,collisionAndContactType,contact,-1.1085 50.795
OtherIncident,20230501,,0,0,1,A singlehanded sailing vessel crewmember fell overboard and was rescued by another sailing vessel.,50.820333,-1.136,otherIncidentType,other incident,-1.136 50.820333
CollisionAndContact,20230601,,0,0,1,Two sailing vessels collided which resulted in a minor injury to a crew member,50.796933,-1.116717,collisionAndContactType,collision,-1.116717 50.796933
OtherIncident,20230601,,0,0,1,A passenger ship crewmember fell down a staircase and injured their knee.,50.809,-1.0953,otherIncidentType,safety hinderance and near misses,-1.0953 50.809
OtherIncident,20230701,,1,0,0,A sailing vessel crewmember went overboard and died.,50.7915,-0.9092,otherIncidentType,other incident,-0.9092 50.7915
OtherIncident,20230701,,0,0,1,A ro-pax crew member sustained a torn rotator cuff when moving a heavy drum.,50.7928,-1.1069,otherIncidentType,other incident,-1.1069 50.7928
CollisionAndContact,20230801,,0,0,0,A tug and reefer ship collided after the tug experienced power failure.,50.8099,-1.0933,collisionAndContactType,collision,-1.0933 50.8099
OtherIncident,20230901,,0,0,1,Passenger vessel's crew member tripped and sustained a closed fracture.,50.8183,-1.1083,otherIncidentType,safety hinderance and near misses,-1.1083 50.8183
HullAndEngineAccessoryDamage,20231101,,0,0,0,A passenger ferry life raft fell onto the quay whilst the vessel was alongside.,50.811,-1.0951,hullAndEngineAccessoryDamageType,outfit damage,-1.0951 50.811
HullAndEngineAccessoryDamage,20231201,,0,0,0,Passenger vessel's pilot ladder did not conform to SOLAS regulations.,50.7814,-1.0439,hullAndEngineAccessoryDamageType,outfit damage,-1.0439 50.7814
HullAndEngineAccessoryDamage,20230701,,0,0,0,Fishing vessel's gear dropped from height and fell into harbour.,50.398833,-3.511,hullAndEngineAccessoryDamageType,machineries and propulsion damage,-3.511 50.398833
OtherIncident,20231001,,1,0,0,A kayaker fell overboard and died.,54.062,-2.7927,otherIncidentType,other incident,-2.7927 54.062
OtherIncident,20230901,,0,0,0,A search and rescue vessel crew member fell over board whilst the vessel was alongside.,49.1806,-2.1122,otherIncidentType,safety hinderance and near misses,-2.1122 49.1806
OtherIncident,20230101,,0,0,1,A cargo vessel crewmember sustained a crush injury whilst working with mooring lines.,57.693333,-2.001333,otherIncidentType,other incident,-2.001333 57.693333
NavigationalIssues,20230601,,0,0,1,A moored fishing vessel's gas cylinder released gas,57.6955,-2.002167,navigationalIssuesType,sailing hinderance,-2.002167 57.6955
StrandingAndGrounding,20230701,,0,0,0,General cargo vessel grounded on a shore and no damage was confirmed,55.791333,-6.017333,strandingAndGroundingType,grounding,-6.017333 55.791333
OtherIncident,20230701,,0,0,0,Cruise ship passenger slipped and hit their head on the deck resulting in a head injury,57.035833,-5.685233,otherIncidentType,other incident,-5.685233 57.035833
OtherIncident,20230801,,0,0,1,Buoy-laying vessel crewmember suffered a back injury whilst moving a cylinder head.,57.6941,-1.9996,otherIncidentType,safety hinderance and near misses,-1.9996 57.6941
floodingAndSinking,20230801,,0,0,0,Fishing vessel alongside in a harbour had water ingress resulting in a minor diesel spill,55.9737,-2.9513,floodingAndSinkingType,flooding,-2.9513 55.9737
OtherIncident,20230901,,0,0,0,Ro-pax vessel  crew member lost footing undertaking maintenance of the IRB & fell against railings while transferring from the IRB to the vessel resulting in sprained abdomen,55.657623,-5.671077,otherIncidentType,other incident,-5.671077 55.657623
